cik,company_name,ticker,ipo_date,ipo_year,founding_year,years_to_ipo,total_pre_ipo_capital_m,num_rounds_detected,capital_efficiency_m,pre_ipo_trial_count,pre_ipo_max_phase_rank,pre_ipo_conditions_targeted,pipeline_concentration,pre_ipo_had_terminated_or_withdrawn,pre_ipo_patent_count,ip_density,pubmed_pre_ipo_count,bucket,exit_reason,exit_subtype,sic,sic_description
0001594337,"Corium International, Inc.",,2014-04-03,,,,,0,,0,,0,,False,51,inf,2,deregistered_or_delisted,acquisition,,2834.0,Pharmaceutical Preparations
0001582636,"ALZHEON, INC.",,2018-03-16,,,,30.0,2,,2,1.0,1,2.0,False,3,1.5,9,stalled_filing,unclear,,2834.0,Pharmaceutical Preparations
0001613723,"S1 Biopharma, Inc.",,2014-10-01,,,,,0,,1,2.0,2,0.5,False,1,1.0,0,stalled_filing,unclear,,2834.0,Pharmaceutical Preparations
0001587221,Zosano Pharma Corp,,2015-01-27,,,,,0,,2,2.0,2,1.0,False,0,0.0,6,deregistered_or_delisted,bankruptcy,,2834.0,Pharmaceutical Preparations
0001527599,"Mirna Therapeutics, Inc.",,2015-10-01,,,,41.8,3,,1,1.0,7,0.14,True,8,8.0,82,deregistered_or_delisted,likely_failure_delisted,,2834.0,Pharmaceutical Preparations
0001581720,"Loxo Oncology, Inc.",,2014-08-01,,,,94.0,1,,0,,0,,False,0,,0,deregistered_or_delisted,acquisition,,2834.0,Pharmaceutical Preparations
0001574235,"Ruthigen, Inc.",,2014-03-21,,,,,0,,0,,0,,False,0,,0,actively_filing,failure,reverse_merger,2834.0,Pharmaceutical Preparations
0001525145,"Peloton Therapeutics, Inc.",,2019-04-26,,,,150.3,2,,0,,0,,False,13,inf,38,stalled_filing,unclear,,2836.0,"Biological Products, (No Diagnostic Substances)"
0001662774,"Cortexyme, Inc.",,2019-05-09,,,,99.5,2,,3,3.0,2,1.5,False,6,2.0,3,actively_filing,,,2836.0,"Biological Products, (No Diagnostic Substances)"
0001693415,"Translate Bio, Inc.",,2018-06-29,,,,52.8,2,,0,,0,,False,54,inf,0,deregistered_or_delisted,acquisition,,2836.0,"Biological Products, (No Diagnostic Substances)"
0001029125,"Sun BioPharma, Inc.",,2020-08-31,,,,,0,,0,,0,,False,0,,0,actively_filing,failure,zombie,2834.0,Pharmaceutical Preparations
0001602413,"Vyrix Pharmaceuticals, Inc.",,2014-04-16,,,,,0,,0,,0,,False,0,,0,stalled_filing,unclear,,2834.0,Pharmaceutical Preparations
0001609727,"Synthorx, Inc.",,2018-12-07,,,,116.6,2,,0,,0,,False,0,,1,deregistered_or_delisted,acquisition,,2834.0,Pharmaceutical Preparations
0001679363,"Morphic Holding, Inc.",,2019-06-27,,,,80.0,2,,14,2.0,3,4.67,True,5,0.357,8,deregistered_or_delisted,acquisition,,2834.0,Pharmaceutical Preparations
0001724344,Entasis Therapeutics Holdings Inc.,,2018-09-26,,,,,0,,6,2.0,5,1.2,False,10,1.667,19,deregistered_or_delisted,acquisition,,2834.0,Pharmaceutical Preparations
0001681087,"AVROBIO, Inc.",,2018-06-21,,,,60.5,2,,1,2.0,1,1.0,True,0,0.0,3,actively_filing,failure,reverse_merger,2836.0,"Biological Products, (No Diagnostic Substances)"
0001636050,Axovant Sciences Ltd.,,2015-06-11,,,,,0,,1,2.0,1,1.0,True,1,1.0,0,stalled_filing,failure,dissolution,2834.0,Pharmaceutical Preparations
0001509697,"Civitas Therapeutics, Inc.",,2014-08-26,,,,55.3,3,,0,,0,,False,22,inf,9,stalled_filing,unclear,,2836.0,"Biological Products, (No Diagnostic Substances)"
0001760542,HOOKIPA Pharma Inc.,,2019-04-19,,,,210.0,4,,0,,0,,False,0,,9,deregistered_or_delisted,acquisition,,2834.0,Pharmaceutical Preparations
0001667633,"Forty Seven, Inc.",,2018-06-28,,,,75.0,2,,0,,0,,False,2,inf,0,deregistered_or_delisted,acquisition,,2834.0,Pharmaceutical Preparations
0001689066,Sunset Island Group,,2016-11-16,,,,,0,,0,,0,,False,0,,0,stalled_filing,unclear,,2834.0,Pharmaceutical Preparations
0001638287,Gemphire Therapeutics Inc.,,2016-08-08,,,,1.5,1,,0,,0,,False,2,inf,2,actively_filing,,,2834.0,Pharmaceutical Preparations
0001664106,"LogicBio Therapeutics, Inc.",,2018-10-22,,,,28.7,2,,0,,0,,False,0,,1,deregistered_or_delisted,acquisition,,2836.0,"Biological Products, (No Diagnostic Substances)"
0001601485,Angion Biomedica Corp.,,2021-02-05,,,,,0,,7,3.0,6,1.17,True,21,3.0,0,actively_filing,failure,reverse_merger,2834.0,Pharmaceutical Preparations
0001785173,"89bio, Inc.",,2019-11-12,,,,16.0,1,,1,2.0,1,1.0,False,6,6.0,0,deregistered_or_delisted,acquisition,,2834.0,Pharmaceutical Preparations
0001609351,"Spark Therapeutics, Inc.",,2015-01-30,,,,77.0,2,,6,3.0,5,1.2,True,0,0.0,176,deregistered_or_delisted,acquisition,,2836.0,"Biological Products, (No Diagnostic Substances)"
0001501756,"Avalanche Biotechnologies, Inc.",,2014-07-31,,,,55.0,2,,0,,0,,False,0,,0,deregistered_or_delisted,acquisition,,2836.0,"Biological Products, (No Diagnostic Substances)"
0001753483,Dermavant Sciences Ltd,,2019-05-24,,,,,0,,3,2.0,1,3.0,False,6,2.0,0,stalled_filing,unclear,,2834.0,Pharmaceutical Preparations
0001563855,SOPHIRIS BIO INC.,,2013-08-16,,,,,0,,5,2.0,4,1.25,True,2,0.4,0,deregistered_or_delisted,likely_failure_delisted,,2834.0,Pharmaceutical Preparations
0001745999,Beam Therapeutics Inc.,,2020-02-07,,,,179.7,2,,0,,0,,False,0,,2584,actively_filing,,,2836.0,"Biological Products, (No Diagnostic Substances)"
0001538928,Viamet Pharmaceuticals Holdings LLC,,2014-07-01,,,,15.0,1,,0,,0,,False,19,inf,4,stalled_filing,unclear,,2834.0,Pharmaceutical Preparations
0001614067,"Aridis Pharmaceuticals, Inc.",,2018-08-15,,,,25.0,1,,3,2.0,3,1.0,False,9,3.0,10,deregistered_or_delisted,likely_failure_delisted,,2834.0,Pharmaceutical Preparations
0001656634,"Gritstone Oncology, Inc.",,2018-10-01,,,,96.0,3,,0,,0,,False,3,inf,0,deregistered_or_delisted,bankruptcy,,2836.0,"Biological Products, (No Diagnostic Substances)"
0001734517,"Viela Bio, Inc.",,2019-10-04,,,,387.3,2,,0,,0,,False,3,inf,0,deregistered_or_delisted,acquisition,,2834.0,Pharmaceutical Preparations
0001636282,"Aeglea BioTherapeutics, Inc.",,2016-04-07,,,,70.0,1,,1,2.0,1,1.0,False,0,0.0,2,actively_filing,,,2834.0,Pharmaceutical Preparations
0001674365,Aptinyx Inc.,,2018-06-21,,,,70.0,2,,3,2.0,3,1.0,False,20,6.667,13,deregistered_or_delisted,likely_failure_delisted,,2834.0,Pharmaceutical Preparations
0001659352,"Codiak BioSciences, Inc.",,2020-10-14,,,,76.5,3,,1,2.0,1,1.0,False,7,7.0,22,deregistered_or_delisted,bankruptcy,,2836.0,"Biological Products, (No Diagnostic Substances)"
0001702956,"Cirius Therapeutics, Inc.",,2019-01-11,,,,98.7,1,,1,2.0,3,0.33,False,0,0.0,4,stalled_filing,unclear,,2834.0,Pharmaceutical Preparations
0001654151,"Deciphera Pharmaceuticals, Inc.",,2017-09-28,,,,,0,,4,2.0,13,0.31,True,31,7.75,11,deregistered_or_delisted,acquisition,,2834.0,Pharmaceutical Preparations
0001640455,"Jounce Therapeutics, Inc.",,2017-01-27,,,,225.0,2,,1,2.0,1,1.0,False,3,3.0,7,deregistered_or_delisted,acquisition,,2836.0,"Biological Products, (No Diagnostic Substances)"
0001513157,"Lumena Pharmaceuticals, Inc.",,2014-04-02,,,,45.5,2,,0,,0,,False,0,,1,stalled_filing,unclear,,2834.0,Pharmaceutical Preparations
0001673772,"RAPT Therapeutics, Inc.",,2019-11-01,,,,179.6,2,,3,2.0,3,1.0,True,5,1.667,1,deregistered_or_delisted,acquisition,,2834.0,Pharmaceutical Preparations
0001709401,"Rubius Therapeutics, Inc.",,2018-07-18,,,,120.5,3,,0,,0,,False,9,inf,7,deregistered_or_delisted,acquisition,,2836.0,"Biological Products, (No Diagnostic Substances)"
0001597264,Blueprint Medicines Corp,,2015-04-30,,,,,0,,0,,0,,False,9,inf,0,deregistered_or_delisted,acquisition,,2834.0,Pharmaceutical Preparations
0001685071,"Dova Pharmaceuticals, Inc.",,2017-06-30,,,,29.0,1,,0,,0,,False,0,,1,deregistered_or_delisted,acquisition,,2834.0,Pharmaceutical Preparations
0001638851,"Inpellis, Inc.",,2015-11-12,,,,25.0,1,,0,,0,,False,0,,0,stalled_filing,unclear,,2834.0,Pharmaceutical Preparations
0001619087,SteadyMed Ltd.,,2015-03-20,,,,,0,,0,,0,,False,9,inf,1,deregistered_or_delisted,acquisition,,2834.0,Pharmaceutical Preparations
0001557883,"Dermira, Inc.",,2014-10-03,,,,51.0,3,,6,2.0,5,1.2,False,7,1.167,2,deregistered_or_delisted,acquisition,,2834.0,Pharmaceutical Preparations
0001610618,"Cidara Therapeutics, Inc.",,2015-04-15,,,,345.2,2,,0,,0,,False,2,inf,4,deregistered_or_delisted,acquisition,,2836.0,"Biological Products, (No Diagnostic Substances)"
0001720580,"resTORbio, Inc.",,2018-01-29,,,,40.0,2,,1,2.0,1,1.0,False,0,0.0,1,actively_filing,,,2834.0,Pharmaceutical Preparations
0001631650,"Aimmune Therapeutics, Inc.",,2015-08-06,,,,80.0,2,,2,2.0,1,2.0,False,2,1.0,0,deregistered_or_delisted,acquisition,,2834.0,Pharmaceutical Preparations
0001708493,"Harpoon Therapeutics, Inc.",,2019-02-08,,,,140.0,3,,0,,0,,False,10,inf,3,deregistered_or_delisted,acquisition,,2836.0,"Biological Products, (No Diagnostic Substances)"
0001618561,Nexvet Biopharma plc,,2015-02-05,,,,,0,,0,,0,,False,0,,0,deregistered_or_delisted,acquisition,,2834.0,Pharmaceutical Preparations
0001694187,"Neon Therapeutics, Inc.",,2018-06-28,,,,111.1,2,,0,,0,,False,0,,64,deregistered_or_delisted,acquisition,,2836.0,"Biological Products, (No Diagnostic Substances)"
0001679082,Myovant Sciences Ltd.,,2016-10-27,,,,,0,,1,1.0,1,1.0,False,0,0.0,0,deregistered_or_delisted,acquisition,,2834.0,Pharmaceutical Preparations
0001692830,"Satsuma Pharmaceuticals, Inc.",,2019-09-13,,,,61.7,2,,2,3.0,3,0.67,False,0,0.0,24,deregistered_or_delisted,acquisition,,2834.0,Pharmaceutical Preparations
0001293971,"bluebird bio, Inc.",,2013-06-24,,,,,0,,0,,0,,False,0,,0,deregistered_or_delisted,acquisition,,2836.0,"Biological Products, (No Diagnostic Substances)"
0001566044,"Menlo Therapeutics, Inc.",,2018-01-26,,,,109.3,3,,0,,0,,False,8,inf,0,actively_filing,,,2834.0,Pharmaceutical Preparations
0001720725,"Oyster Point Pharma, Inc.",,2019-10-31,,,,93.0,2,,8,3.0,4,2.0,False,9,1.125,0,deregistered_or_delisted,acquisition,,2836.0,"Biological Products, (No Diagnostic Substances)"
0001751299,"Kaleido Biosciences, Inc.",,2019-03-01,,,,100.3,3,,6,-1.0,3,2.0,False,5,0.833,5,deregistered_or_delisted,unclear,,2836.0,"Biological Products, (No Diagnostic Substances)"
0001697532,Applied Therapeutics Inc.,,2019-05-14,,,,3.1,2,,0,,0,,False,0,,0,deregistered_or_delisted,acquisition,,2834.0,Pharmaceutical Preparations
0001592288,"Dimension Therapeutics, Inc.",,2015-10-22,,,,65.0,2,,0,,0,,False,0,,73,deregistered_or_delisted,acquisition,,2836.0,"Biological Products, (No Diagnostic Substances)"
0001661998,"Homology Medicines, Inc.",,2018-03-29,,,,20.5,2,,0,,0,,False,0,,0,actively_filing,failure,reverse_merger,2834.0,Pharmaceutical Preparations
0001744659,"Akero Therapeutics, Inc.",,2019-06-20,,,,85.0,2,,1,2.0,1,1.0,False,0,0.0,3,deregistered_or_delisted,acquisition,,2834.0,Pharmaceutical Preparations
0001624658,"Allena Pharmaceuticals, Inc.",,2017-11-02,,,,52.8,3,,4,2.0,5,0.8,False,5,1.25,14,deregistered_or_delisted,bankruptcy,,2836.0,"Biological Products, (No Diagnostic Substances)"
0001628738,"Audentes Therapeutics, Inc.",,2016-07-20,,,,65.0,3,,0,,0,,False,0,,3,deregistered_or_delisted,acquisition,,2836.0,"Biological Products, (No Diagnostic Substances)"
0001662907,"IASO BioMed, Inc.",,2017-04-24,,,,,0,,0,,0,,False,0,,0,stalled_filing,unclear,,2834.0,Pharmaceutical Preparations
0001516479,"Insys Therapeutics, Inc.",,2013-05-02,,,,,0,,25,3.0,20,1.25,True,5,0.2,3,deregistered_or_delisted,bankruptcy,,2834.0,Pharmaceutical Preparations
0001771917,"Karuna Therapeutics, Inc.",,2019-06-28,,,,91.0,2,,0,,0,,False,0,,80,deregistered_or_delisted,acquisition,,2834.0,Pharmaceutical Preparations
0001690585,"Magenta Therapeutics, Inc.",,2018-06-21,,,,71.5,3,,1,2.0,1,1.0,False,5,5.0,242,actively_filing,,,2834.0,Pharmaceutical Preparations
0001467154,"Novan, Inc.",,2016-09-22,,,,,0,,15,3.0,5,3.0,False,20,1.333,2,deregistered_or_delisted,bankruptcy,,2834.0,Pharmaceutical Preparations
0001472091,PDS Biotechnology Corp,,2015-10-02,,,,83.4,1,,1,1.0,1,1.0,False,4,4.0,0,actively_filing,,,2834.0,Pharmaceutical Preparations
0001497504,"Dipexium Pharmaceuticals, LLC",,2014-03-13,,,,,0,,0,,0,,False,1,inf,0,deregistered_or_delisted,bankruptcy,,2834.0,Pharmaceutical Preparations
0001461993,"CEMPRA, INC.",,2012-02-03,,,,,0,,0,,0,,False,10,inf,8,deregistered_or_delisted,bankruptcy,,2834.0,Pharmaceutical Preparations
0001491576,"TESARO, Inc.",,2012-06-28,,,,174.9,2,,7,3.0,8,0.88,True,0,0.0,1,deregistered_or_delisted,acquisition,,2834.0,Pharmaceutical Preparations
0001478121,Pfenex Inc.,,2014-07-24,,,,10.0,1,,1,2.0,1,1.0,False,19,19.0,5,deregistered_or_delisted,acquisition,,2834.0,Pharmaceutical Preparations
0001478069,CONTRAFECT Corp,,2014-07-29,,,,1.2,1,,0,,0,,False,4,inf,3,stalled_filing,bankruptcy,,2834.0,Pharmaceutical Preparations
0001476963,"HEAT BIOLOGICS, INC.",,2013-07-24,,,,15.0,1,,1,2.0,1,1.0,True,0,0.0,0,actively_filing,,,2834.0,Pharmaceutical Preparations
0001496671,"Calithera Biosciences, Inc.",,2014-10-02,,,,238.2,3,,6,2.0,20,0.3,False,3,0.5,2,deregistered_or_delisted,acquisition,,2834.0,Pharmaceutical Preparations
0001466301,"Clovis Oncology, Inc.",,2011-11-16,,,,65.6,2,,3,2.0,2,1.5,False,0,0.0,0,deregistered_or_delisted,bankruptcy,,2834.0,Pharmaceutical Preparations
0001494650,"OptiNose, Inc.",,2017-10-13,,,,36.4,2,,9,3.0,8,1.12,False,68,7.556,14,deregistered_or_delisted,acquisition,,2834.0,Pharmaceutical Preparations
0001479290,"Revance Therapeutics, Inc.",,2014-02-06,,,,74.9,1,,11,3.0,4,2.75,True,18,1.636,4,deregistered_or_delisted,acquisition,,2834.0,Pharmaceutical Preparations
0001477598,"Omthera Pharmaceuticals, Inc.",,2013-04-12,,,,36.2,2,,0,,0,,False,2,inf,2,deregistered_or_delisted,acquisition,,2834.0,Pharmaceutical Preparations
0001493566,"Otonomy, Inc.",,2014-08-13,,,,0.1,4,,5,3.0,3,1.67,False,24,4.8,6,deregistered_or_delisted,acquisition,,2834.0,Pharmaceutical Preparations
0001501697,"Arsanis, Inc.",,2017-11-17,,,,42.9,4,,1,2.0,2,0.5,True,0,0.0,20,actively_filing,,,2836.0,"Biological Products, (No Diagnostic Substances)"
0001496323,"IGM Biosciences, Inc.",,2019-09-18,,,,269.0,2,,0,,0,,False,13,inf,772,deregistered_or_delisted,acquisition,,2834.0,Pharmaceutical Preparations
0001485003,"Eleven Biotherapeutics, Inc.",,2014-02-06,,,,30.0,2,,4,3.0,4,1.0,False,1,0.25,11,deregistered_or_delisted,failure,reverse_merger,2834.0,Pharmaceutical Preparations
0001481512,"Ra Pharmaceuticals, Inc.",,2016-10-26,,,,24.1,2,,0,,0,,False,5,inf,0,deregistered_or_delisted,acquisition,,2834.0,Pharmaceutical Preparations
0001463361,"Unity Biotechnology, Inc.",,2018-05-04,,,,134.1,3,,1,-1.0,1,1.0,False,19,19.0,0,deregistered_or_delisted,likely_failure_delisted,,2834.0,Pharmaceutical Preparations
0001463729,"Receptos, Inc.",,2013-05-09,,,,61.5,2,,0,,0,,False,6,inf,1,deregistered_or_delisted,acquisition,,2834.0,Pharmaceutical Preparations
0001477845,"Annovis Bio, Inc.",,2020-01-30,,,,0.57,1,,2,2.0,2,1.0,True,1,0.5,0,actively_filing,,,2834.0,Pharmaceutical Preparations
0001471002,"Cancer Prevention Pharmaceuticals, Inc.",,2015-12-23,,,,,0,,3,3.0,2,1.5,True,0,0.0,0,stalled_filing,unclear,,2834.0,Pharmaceutical Preparations
0001467652,"Neos Therapeutics, Inc.",,2015-07-24,,,,20.9,1,,1,3.0,1,1.0,False,12,12.0,9,deregistered_or_delisted,acquisition,,2834.0,Pharmaceutical Preparations
0001459266,"ZS Pharma, Inc.",,2014-06-18,,,,55.0,3,,5,4.0,3,1.67,True,6,1.2,0,deregistered_or_delisted,acquisition,,2834.0,Pharmaceutical Preparations
0001269021,PORTOLA PHARMACEUTICALS INC,,2013-05-22,,,,89.0,1,,14,3.0,10,1.4,True,56,4.0,104,deregistered_or_delisted,acquisition,,2834.0,Pharmaceutical Preparations
0001401040,DiaMedica Therapeutics Inc.,,2018-12-10,,,,18.9,1,,3,2.0,3,1.0,False,0,0.0,11,actively_filing,,,2834.0,Pharmaceutical Preparations
0001442835,KOLLTAN PHARMACEUTICALS INC,,2014-09-12,,,,59.6,2,,0,,0,,False,2,inf,3,stalled_filing,unclear,,2834.0,Pharmaceutical Preparations
0001280600,ACCELERON PHARMA INC,,2013-09-19,,,,50.0,4,,0,,0,,False,63,inf,15,deregistered_or_delisted,acquisition,,2836.0,"Biological Products, (No Diagnostic Substances)"
0001404281,"Novus Therapeutics, Inc.",,2014-09-18,,,,,0,,0,,0,,False,0,,38,actively_filing,,,2834.0,Pharmaceutical Preparations
0001348649,"CoLucid Pharmaceuticals, Inc.",,2015-05-06,,,,37.1,1,,0,,0,,False,4,inf,0,deregistered_or_delisted,acquisition,,2834.0,Pharmaceutical Preparations
0001274792,MERRIMACK PHARMACEUTICALS INC,,2012-03-29,,,,23.2,3,,18,3.0,27,0.67,False,18,1.0,77,deregistered_or_delisted,acquisition,,2834.0,Pharmaceutical Preparations
0001404644,"AQUINOX PHARMACEUTICALS, INC",,2014-03-07,,,,19.6,1,,2,2.0,3,0.67,False,8,4.0,2,actively_filing,failure,reverse_merger,2834.0,Pharmaceutical Preparations
0001305253,Celladon Corp,,2014-01-30,,,,49.8,1,,2,2.0,6,0.33,False,3,1.5,3,deregistered_or_delisted,bankruptcy,,2836.0,"Biological Products, (No Diagnostic Substances)"
0001437786,Immune Design Corp.,,2014-07-24,,,,34.0,3,,0,,0,,False,8,inf,0,deregistered_or_delisted,acquisition,,2834.0,Pharmaceutical Preparations
0001435049,"ADURO BIOTECH, INC.",,2015-04-15,,,,51.4,3,,3,2.0,3,1.0,False,21,7.0,0,deregistered_or_delisted,acquisition,,2834.0,Pharmaceutical Preparations
0001311596,Regado Biosciences Inc,,2013-08-22,,,,15.0,5,,3,2.0,3,1.0,False,8,2.667,2,deregistered_or_delisted,failure,reverse_merger,2834.0,Pharmaceutical Preparations
0001445283,"PROTEOSTASIS THERAPEUTICS, INC.",,2016-02-12,,,,25.2,2,,0,,0,,False,9,inf,16,actively_filing,failure,reverse_merger,2834.0,Pharmaceutical Preparations
0001372514,EYEGATE PHARMACEUTICALS INC,,2015-02-13,,,,,0,,6,3.0,6,1.0,False,3,0.5,3,actively_filing,,,2834.0,Pharmaceutical Preparations
0001453687,SELECTA BIOSCIENCES INC,,2016-06-23,,,,40.0,2,,3,1.0,2,1.5,False,26,8.667,5,actively_filing,,,2834.0,Pharmaceutical Preparations
0001442836,"Mersana Therapeutics, Inc.",,2017-06-29,,,,,0,,3,1.0,6,0.5,False,20,6.667,4,deregistered_or_delisted,acquisition,,2834.0,Pharmaceutical Preparations
0001169245,PhaseBio Pharmaceuticals Inc,,2018-10-19,,,,,0,,11,2.0,6,1.83,True,10,0.909,1,deregistered_or_delisted,bankruptcy,,2834.0,Pharmaceutical Preparations
0001426375,"Visterra, Inc.",,2016-01-05,,,,33.7,2,,2,2.0,1,2.0,False,6,3.0,7,stalled_filing,unclear,,2834.0,Pharmaceutical Preparations
0001300699,"Athenex, Inc.",,2017-06-15,,,,,0,,11,3.0,10,1.1,False,6,0.545,3,deregistered_or_delisted,bankruptcy,,2834.0,Pharmaceutical Preparations
0001429560,TREVENA INC,,2014-01-31,,,,60.0,2,,5,2.0,5,1.0,False,6,1.2,15,deregistered_or_delisted,likely_failure_delisted,,2834.0,Pharmaceutical Preparations
0001454189,"Auspex Pharmaceuticals, Inc.",,2014-02-05,,,,25.0,5,,1,3.0,1,1.0,False,51,51.0,0,deregistered_or_delisted,acquisition,,2834.0,Pharmaceutical Preparations
0001164994,"Rib-X Pharmaceuticals, Inc.",,2011-11-25,,,,,0,,0,,0,,False,17,inf,16,stalled_filing,unclear,,2834.0,Pharmaceutical Preparations
0001454789,CATABASIS PHARMACEUTICALS INC,,2015-06-25,,,,32.4,2,,8,2.0,13,0.62,False,26,3.25,1,deregistered_or_delisted,failure,rebrand_pivot,2834.0,Pharmaceutical Preparations
0001400482,Acucela Inc,,2014-02-03,,,,28.2,1,,0,,0,,False,21,inf,8,deregistered_or_delisted,acquisition,,2834.0,Pharmaceutical Preparations
0001253689,GLYCOMIMETICS INC,,2014-01-10,,,,,0,,3,2.0,4,0.75,False,22,7.333,4,actively_filing,failure,reverse_merger,2834.0,Pharmaceutical Preparations
0001348911,"Carbylan Therapeutics, Inc.",,2015-04-09,,,,6.0,1,,4,4.0,4,1.0,True,5,1.25,1,deregistered_or_delisted,failure,reverse_merger,2834.0,Pharmaceutical Preparations
0001399529,Dicerna Pharmaceuticals Inc,,2014-01-30,,,,60.0,2,,0,,0,,False,16,inf,3,deregistered_or_delisted,acquisition,,2834.0,Pharmaceutical Preparations
0001434647,"KEMPHARM, INC",,2015-04-16,,,,,0,,0,,0,,False,17,inf,0,actively_filing,,,2834.0,Pharmaceutical Preparations
0001361248,TETRALOGIC PHARMACEUTICALS CORP,,2013-12-12,,,,50.0,2,,6,2.0,7,0.86,False,15,2.5,4,deregistered_or_delisted,acquisition,,2834.0,Pharmaceutical Preparations
0001245104,GLOBEIMMUNE INC,,2014-07-02,,,,18.0,3,,4,2.0,4,1.0,False,35,8.75,8,deregistered_or_delisted,likely_failure_delisted,,2834.0,Pharmaceutical Preparations
0001401914,Cerulean Pharma Inc.,,2014-04-14,,,,15.0,2,,0,,0,,False,22,inf,5,actively_filing,,,2834.0,Pharmaceutical Preparations
0001264587,STEMLINE THERAPEUTICS INC,,2013-01-29,,,,0.8,1,,0,,0,,False,1,inf,3,deregistered_or_delisted,acquisition,,2834.0,Pharmaceutical Preparations
0001386858,HYPERION THERAPEUTICS INC,,2012-07-27,,,,60.4,3,,0,,0,,False,2,inf,19,deregistered_or_delisted,acquisition,,2834.0,Pharmaceutical Preparations
0001385228,"BIND Therapeutics, Inc",,2013-09-20,,,,40.6,2,,3,2.0,6,0.5,False,0,0.0,8,deregistered_or_delisted,bankruptcy,,2834.0,Pharmaceutical Preparations
0001429386,"PHASERX, INC.",,2016-05-18,,,,3.2,1,,0,,0,,False,11,inf,1,deregistered_or_delisted,bankruptcy,,2834.0,Pharmaceutical Preparations
0001175505,FIVE PRIME THERAPEUTICS INC,,2013-09-18,,,,35.0,1,,2,2.0,2,1.0,True,27,13.5,0,deregistered_or_delisted,acquisition,,2834.0,Pharmaceutical Preparations
0001383701,Conatus Pharmaceuticals Inc,,2013-07-25,,,,32.8,2,,7,2.0,8,0.88,True,0,0.0,1,deregistered_or_delisted,failure,reverse_merger,2834.0,Pharmaceutical Preparations
0001359931,PROTEON THERAPEUTICS INC,,2014-10-22,,,,49.7,2,,5,3.0,2,2.5,False,12,2.4,4,actively_filing,,,2836.0,"Biological Products, (No Diagnostic Substances)"
0001374261,Virobay Inc,,2014-09-10,,,,6.0,1,,4,1.0,2,2.0,False,22,5.5,2,stalled_filing,unclear,,2834.0,Pharmaceutical Preparations
0001428369,THAR PHARMACEUTICALS INC,,2016-08-19,,,,,0,,1,1.0,1,1.0,False,16,16.0,10,stalled_filing,unclear,,2834.0,Pharmaceutical Preparations
0001339970,aTYR PHARMA INC,,2015-05-07,,,,76.3,1,,1,2.0,1,1.0,False,62,62.0,5,actively_filing,,,2836.0,"Biological Products, (No Diagnostic Substances)"
0001326110,"Conkwest, Inc.",,2015-07-29,,,,402.5,1,,0,,0,,False,1,inf,3,actively_filing,,,2836.0,"Biological Products, (No Diagnostic Substances)"
0001280776,VITAL THERAPIES INC,,2014-04-17,,,,27.9,4,,7,3.0,7,1.0,True,0,0.0,0,actively_filing,,,2834.0,Pharmaceutical Preparations
0001281895,INOTEK PHARMACEUTICALS CORP,,2015-02-19,,,,,0,,5,2.0,8,0.62,True,39,7.8,79,actively_filing,,,2834.0,Pharmaceutical Preparations
0001436304,KYTHERA BIOPHARMACEUTICALS INC,,2012-10-11,,,,37.4,2,,17,3.0,5,3.4,False,11,0.647,0,deregistered_or_delisted,acquisition,,2834.0,Pharmaceutical Preparations
0001367920,"CONCERT PHARMACEUTICALS, INC.",,2014-02-13,,,,30.0,3,,4,2.0,5,0.8,False,89,22.25,10,deregistered_or_delisted,acquisition,,2834.0,Pharmaceutical Preparations
0001337553,AERIE PHARMACEUTICALS INC,,2013-10-28,,,,25.0,1,,11,2.0,6,1.83,False,17,1.545,2,deregistered_or_delisted,acquisition,,2836.0,"Biological Products, (No Diagnostic Substances)"
0001409690,"Tobira Therapeutics, Inc.",,2014-06-23,,,,30.0,2,,4,2.0,3,1.33,False,5,1.25,3,stalled_filing,unclear,,2834.0,Pharmaceutical Preparations
0001420565,AILERON THERAPEUTICS INC,,2017-06-29,,,,32.0,2,,3,2.0,6,0.5,False,39,13.0,7,actively_filing,,,2834.0,Pharmaceutical Preparations
0001419041,Tocagen Inc,,2017-04-13,,,,84.4,1,,7,3.0,20,0.35,True,10,1.429,19,actively_filing,failure,reverse_merger,2834.0,Pharmaceutical Preparations
0001457612,"GENOCEA BIOSCIENCES, INC.",,2014-02-05,,,,30.5,3,,2,2.0,2,1.0,False,9,4.5,4,deregistered_or_delisted,likely_failure_delisted,,2836.0,"Biological Products, (No Diagnostic Substances)"
0001373707,TETRAPHASE PHARMACEUTICALS INC,,2013-03-20,,,,45.1,3,,3,2.0,3,1.0,False,8,2.667,9,deregistered_or_delisted,acquisition,,2834.0,Pharmaceutical Preparations
0001264647,AMBRX INC,,2014-05-02,,,,,0,,1,2.0,1,1.0,False,82,82.0,8,stalled_filing,unclear,,2834.0,Pharmaceutical Preparations
0000827871,"EAGLE PHARMACEUTICALS, INC.",,2014-02-13,,,,18.5,2,,1,1.0,1,1.0,False,0,0.0,240,deregistered_or_delisted,acquisition,,2834.0,Pharmaceutical Preparations
0001338095,"NephroGenex, Inc.",,2014-02-12,,,,1.0,1,,1,2.0,1,1.0,False,2,2.0,0,deregistered_or_delisted,bankruptcy,,2834.0,Pharmaceutical Preparations
0001426332,NGM BIOPHARMACEUTICALS INC,,2019-04-04,,,,105.9,1,,10,2.0,8,1.25,False,50,5.0,0,deregistered_or_delisted,acquisition,,2834.0,Pharmaceutical Preparations
